iter	RMSE
524	2.589376401
525	2.585142943
526	2.580967965
527	2.574809463
528	2.570685448
529	2.564644941
530	2.560571209
531	2.556553544
532	2.549071777
533	2.53866412
534	2.534705328
535	2.522381844
536	2.510293559
537	2.500187761
538	2.488354174
539	2.476746908
540	2.466925722
541	2.455563511
542	2.442726434
543	2.435706254
544	2.426207207
545	2.413673224
546	2.406909263
547	2.39889318
548	2.386678568
549	2.373421676
550	2.367911824
551	2.355008154
552	2.351325192
553	2.347691628
554	2.342307403
555	2.338716305
556	2.327899248
557	2.321558561
558	2.313868659
559	2.310359888
560	2.299838306
561	2.28951885
562	2.281696642
563	2.271614269
564	2.264227239
565	2.254361653
566	2.24284401
567	2.236761354
568	2.22929835
569	2.223611948
570	2.21801711
571	2.210688671
572	2.207477172
573	2.201913721
574	2.192424656
575	2.181690643
576	2.171843039
577	2.166025955
578	2.160599907
579	2.155263001
580	2.15006862
581	2.141926449
582	2.136751028
583	2.131660211
584	2.122604836
585	2.112330009
586	2.103966991
587	2.097298478
588	2.092324723
589	2.084030473
590	2.078173476
591	2.073388237
592	2.063522296
593	2.057860013
594	2.053220745
595	2.043565997
596	2.03809119
597	2.026880218
598	2.024110461
599	2.021378548
600	2.010443622
601	2.000230275
602	1.997530492
603	1.98746495
604	1.982060592
605	1.979385438
606	1.968878906
607	1.966242312
608	1.96364145
609	1.954948501
610	1.952413195
611	1.942224828
612	1.939707642
613	1.929927602
614	1.927451918
615	1.917817528
616	1.912695992
617	1.905571513
618	1.903123873
619	1.894460109
620	1.885006736
621	1.875696297
622	1.873312767
623	1.86414052
624	1.855742553
625	1.847171036
626	1.838743635
627	1.833029922
628	1.830627017
629	1.828256516
630	1.820288646
631	1.817966433
632	1.808724064
633	1.806434419
634	1.79821171
635	1.790126263
636	1.784656453
637	1.782380622
638	1.780135184
639	1.77258114
640	1.770380971
641	1.763056683
642	1.760763482
643	1.752837825
644	1.744932248
645	1.737157471
646	1.732493898
647	1.724868355
648	1.717368415
649	1.71208589
650	1.704399087
651	1.697041294
652	1.691032509
653	1.683857338
654	1.678729672
655	1.672864212
656	1.668601854
657	1.662820911
658	1.657867798
659	1.652164639
660	1.64804896
661	1.642426749
662	1.640479628
663	1.633676217
664	1.628917992
665	1.623114736
666	1.617641646
667	1.615724645
668	1.613831773
669	1.605177037
670	1.5995346
671	1.591818139
672	1.58629317
673	1.578733947
674	1.573323315
675	1.567843324
676	1.563343335
677	1.559542161
678	1.554132281
679	1.55041779
680	1.545089495
681	1.540630835
682	1.537058247
683	1.53181422
684	1.526424728
685	1.522153142
686	1.516413174
687	1.51295227
688	1.50779222
689	1.501884623
690	1.49685154
691	1.491075355
692	1.486210016
693	1.482861271
694	1.477953249
695	1.47282398
696	1.470873058
697	1.466294765
698	1.464371895
699	1.459564705
700	1.457659867
701	1.452923688
702	1.447489498
703	1.442203511
704	1.440338707
705	1.43566914
706	1.429723862
707	1.427884711
708	1.423316423
709	1.421494632
710	1.416993184
711	1.413851546
712	1.412060932
713	1.407622491
714	1.405848824
715	1.401475076
716	1.395837426
717	1.394088041
718	1.389808779
719	1.388076033
720	1.38385892
721	1.382142687
722	1.38045147
723	1.376286877
724	1.371273885
725	1.368303949
726	1.364203308
727	1.359781037
728	1.358131683
729	1.354091794
730	1.352458241
731	1.348476671
732	1.346858796
733	1.34230242
734	1.339414374
735	1.335511934
736	1.331231362
737	1.329649878
738	1.325028503
739	1.323461372
740	1.31967013
741	1.314910159
742	1.313366425
743	1.30885663
744	1.306054253
745	1.302369035
746	1.298307785
747	1.293668963
748	1.289163326
749	1.283618882
750	1.27925431
751	1.274729172
752	1.270472838
753	1.26646595
754	1.26232351
755	1.257915981
756	1.253876015
757	1.24854259
758	1.244629393
759	1.240141551
760	1.23398428
761	1.227986505
762	1.224228426
763	1.220578752
764	1.215369899
765	1.210254167
766	1.205229787
767	1.199465922
768	1.194545167
769	1.190992981
770	1.18615387
771	1.181400989
772	1.179902269
773	1.175591414
774	1.174111016
775	1.16949782
776	1.168034652
777	1.163849971
778	1.162404533
779	1.158932263
780	1.154819221
781	1.153387056
782	1.149338653
783	1.147923632
784	1.143548046
785	1.142149271
786	1.138640932
787	1.134700291
788	1.129979493
789	1.126116659
790	1.124734229
791	1.120931503
792	1.11956553
793	1.116122442
794	1.111978229
795	1.107216523
796	1.10253386
797	1.099252615
798	1.09561309
799	1.09425564
800	1.090672461
801	1.089331118
802	1.085409517
803	1.084083566
804	1.080602984
805	1.079292683
806	1.074826296
807	1.070359583
808	1.066971808
809	1.065664481
810	1.061341789
811	1.057010794
812	1.052752412
813	1.048856362
814	1.047543608
815	1.043400975
816	1.039270884
817	1.037963368
818	1.034764752
819	1.033472808
820	1.028399665
821	1.024398596
822	1.020873065
823	1.019585595
824	1.015642525
825	1.011782922
826	1.007941461
827	1.003641177
828	0.9992765121
829	0.9955852351
830	0.9913551175
831	0.9900515477
832	0.9896177877
833	0.9860053435
834	0.9832864313
835	0.9819907279
836	0.9807123375
837	0.9769312912
838	0.9729966502
839	0.9677082645
840	0.9641630923
841	0.9605156339
842	0.9582856327
843	0.9556402847
844	0.9518253629
845	0.9492488883
846	0.9458159597
847	0.9448593217
848	0.9423426803
849	0.9386155862
850	0.9361641698
851	0.9349544424
852	0.9318125315
853	0.9306168843
854	0.926984798
855	0.9244618986
856	0.9232912889
857	0.9205108036
858	0.9174363992
859	0.9162856347
860	0.9127551762
861	0.9118283744
862	0.9093554895
863	0.9058863923
864	0.9035642517
865	0.9002683645
866	0.8970446709
867	0.8961682853
868	0.8927806455
869	0.8894870028
870	0.8867735465
871	0.8859172281
872	0.8850846631
873	0.8817020138
874	0.8794247747
875	0.8770692267
876	0.872236579
877	0.8699402149
878	0.8676294402
879	0.8644816774
880	0.8622576718
881	0.8600239569
882	0.8569320407
883	0.8539073254
884	0.8528445567
885	0.8500363527
886	0.846887279
887	0.8422941191
888	0.8392464842
889	0.8348095744
890	0.8318603103
891	0.8291970589
892	0.8249345295
893	0.820804689
894	0.8186557463
895	0.8165513332
896	0.8144904845
897	0.812472256
898	0.8104957246
899	0.807320753
900	0.8053916109
901	0.8035794027
902	0.8018018898
903	0.7997973117
904	0.7988100801
905	0.7978363874
906	0.7968760275
907	0.7937516715
908	0.7919344936
909	0.7909807448
910	0.7882496946
911	0.7851774518
912	0.7842404818
913	0.7812157803
914	0.7802855325
915	0.7783754152
916	0.7774567256
917	0.7765505923
918	0.7735652013
919	0.7726654584
920	0.7709025457
921	0.768280519
922	0.765716239
923	0.7648469022
924	0.761905692
925	0.7590154872
926	0.7581464451
927	0.7565644747
928	0.7557073319
929	0.7532232286
930	0.7504796115
931	0.7480495074
932	0.7472188371
933	0.744524728
934	0.7421555849
935	0.7395123783
936	0.7371939452
937	0.736386283
938	0.7337900791
939	0.7315291808
940	0.7289814384
941	0.7267681806
942	0.7246026866
943	0.7221007339
944	0.7199802785
945	0.7192083585
946	0.7167498762
947	0.7149637123
948	0.7132102615
949	0.7111778628
950	0.7083674283
951	0.7080816868
952	0.7078775047
953	0.7076763687
954	0.7074782318
955	0.705636537
956	0.7036147289
957	0.7034214755
958	0.7032310965
959	0.7024847051
960	0.7022143837
961	0.701477302
962	0.7012900967
963	0.7010264662
964	0.7002980014
965	0.7001144941
966	0.6981359155
967	0.6979545236
968	0.6977758271
969	0.6970593218
970	0.6947690598
971	0.6925140967
972	0.6918055071
973	0.6886371873
974	0.6857965384
975	0.683881662
976	0.6823596592
977	0.6816686861
978	0.6794676166
979	0.6787852647
980	0.6766168912
981	0.675260041
982	0.6736264932
983	0.6714873567
984	0.6701948401
985	0.6680846664
986	0.6668256401
987	0.6647439489
988	0.6636505254
989	0.6621546828
990	0.6588058264
991	0.6577752238
992	0.6545134578
993	0.653390246
994	0.6502214888
995	0.6492542573
996	0.6483112081
997	0.6463091246
998	0.6443436544
999	0.6424141467
