iter	RMSE
235	13.9122123
236	13.89701723
237	13.88166814
238	13.87521385
239	13.85247385
240	13.84516697
241	13.83024084
242	13.81623083
243	13.80604633
244	13.79865237
245	13.78993871
246	13.77927559
247	13.77092061
248	13.76069727
249	13.7471698
250	13.72436376
251	13.71107989
252	13.69868364
253	13.68631497
254	13.6790016
255	13.66791239
256	13.66044816
257	13.64998759
258	13.64084326
259	13.62863951
260	13.61780667
261	13.60937205
262	13.60169123
263	13.59161038
264	13.57957901
265	13.56669276
266	13.55152447
267	13.54552492
268	13.53483002
269	13.52395632
270	13.51339037
271	13.50314055
272	13.49063458
273	13.48393675
274	13.47179494
275	13.454559
276	13.4379068
277	13.42725168
278	13.41756305
279	13.4089924
280	13.39968831
281	13.3852772
282	13.37725996
283	13.36746824
284	13.35603417
285	13.33821362
286	13.32567402
287	13.31380708
288	13.30197945
289	13.29175538
290	13.28300361
291	13.27155322
292	13.26275547
293	13.24802499
294	13.23981976
295	13.22597322
296	13.21371652
297	13.20157813
298	13.18886102
299	13.17382651
300	13.16297434
301	13.15617415
302	13.14863547
303	13.1329823
304	13.12306427
305	13.11318288
306	13.10034029
307	13.08604271
308	13.07543813
309	13.07016351
310	13.06058392
311	13.05242863
312	13.04443674
313	13.03110858
314	13.02507981
315	13.01479183
316	12.99458704
317	12.98664109
318	12.97105299
319	12.9534186
320	12.94495247
321	12.93842174
322	12.92689428
323	12.91632956
324	12.90076123
325	12.89139639
326	12.88258586
327	12.86959125
328	12.85823322
329	12.84973993
330	12.83793302
331	12.82905394
332	12.81481739
333	12.80311058
334	12.79074033
335	12.78542159
336	12.77228473
337	12.75946677
338	12.74110644
339	12.7340802
340	12.72714291
341	12.71550733
342	12.70313654
343	12.68741228
344	12.6805293
345	12.67204822
346	12.66092592
347	12.64562956
348	12.63537127
349	12.62950874
350	12.61900623
351	12.60183825
352	12.59168739
353	12.58344377
354	12.57332609
355	12.56403604
356	12.55494473
357	12.54071936
358	12.53413339
359	12.52353145
360	12.51671066
361	12.5071302
362	12.50089261
363	12.4901442
364	12.48222927
365	12.47418863
366	12.46268356
367	12.45640354
368	12.4409853
369	12.43080633
370	12.42525989
371	12.41514644
372	12.40630823
373	12.39913428
374	12.3874159
375	12.37784029
376	12.36595226
377	12.35578812
378	12.34574109
379	12.33470608
380	12.3253016
381	12.31394281
382	12.30623028
383	12.29194903
384	12.27873034
385	12.26951746
386	12.25140229
387	12.24419797
388	12.23920654
389	12.23114331
390	12.21832783
391	12.20554671
392	12.1931734
393	12.18403357
394	12.17626054
395	12.16832281
396	12.16414947
397	12.15759248
398	12.15016451
399	12.14052446
400	12.13324598
401	12.12488377
402	12.11932442
403	12.1094097
404	12.10110477
405	12.09158012
406	12.08340564
407	12.07521845
408	12.05533913
409	12.04500352
410	12.03773186
411	12.02830086
412	12.01629059
413	12.00924568
414	12.00419111
415	11.99195809
416	11.98186102
417	11.9663922
418	11.95264725
419	11.94491551
420	11.934348
421	11.92780323
422	11.91761661
423	11.90813243
424	11.90182785
425	11.88895086
426	11.88240543
427	11.87690296
428	11.86629992
429	11.85849524
430	11.84867306
431	11.8361095
432	11.82602114
433	11.81603091
434	11.80829428
435	11.79995182
436	11.78958409
437	11.78222923
438	11.76810045
439	11.76071626
440	11.74256306
441	11.73669702
442	11.71746006
443	11.70483824
444	11.69789706
445	11.69126781
446	11.68417244
447	11.67602397
448	11.66475579
449	11.65678862
450	11.65146214
451	11.63959908
452	11.62909645
453	11.6152245
454	11.60612593
455	11.5999308
456	11.58894394
457	11.58083916
458	11.57187124
459	11.56066228
460	11.55027364
461	11.54485448
462	11.54015587
463	11.5307665
464	11.52036163
465	11.51602266
466	11.5064751
467	11.4988122
468	11.49255645
469	11.48134991
470	11.4669404
471	11.45961337
472	11.45178686
473	11.43867725
474	11.42937779
475	11.41751144
476	11.40616816
477	11.39158446
478	11.38079604
479	11.37447101
480	11.3632926
481	11.35597655
482	11.34772039
483	11.33902369
484	11.33225163
485	11.32408496
486	11.31840456
487	11.31042862
488	11.3025385
489	11.29607014
490	11.28849769
491	11.28271069
492	11.27259231
493	11.26471282
494	11.25562164
495	11.24801108
496	11.2386949
497	11.23020497
498	11.22200889
499	11.20910675
500	11.20261377
501	11.19282847
502	11.1836214
503	11.1742163
504	11.16088823
505	11.1495889
506	11.14052475
507	11.1325696
508	11.12308608
509	11.11431749
510	11.10996574
511	11.10100688
512	11.09695803
513	11.08755
514	11.08090669
515	11.07542079
516	11.06950778
517	11.06538308
518	11.05999999
519	11.05410887
520	11.04391656
521	11.04043712
522	11.03513295
523	11.03252163
524	11.02461623
525	11.01261887
526	10.99999323
527	10.99276263
528	10.98842965
529	10.9795593
530	10.97206445
531	10.96800546
532	10.95323681
533	10.94530886
534	10.9383647
535	10.92783301
536	10.91924991
537	10.91489791
538	10.90845121
539	10.90411873
540	10.90065777
541	10.8894365
542	10.88153681
543	10.87177499
544	10.86541163
545	10.85909427
546	10.84856609
547	10.8435843
548	10.83964218
549	10.83348
550	10.82998135
551	10.82765807
552	10.82018722
553	10.81620227
554	10.81128474
555	10.804981
556	10.79628574
557	10.79015507
558	10.78403618
559	10.77364657
560	10.76840136
561	10.75748832
562	10.74843636
563	10.74306986
564	10.73098368
565	10.72701569
566	10.72001761
567	10.70647828
568	10.69729557
569	10.68789824
570	10.68452332
571	10.67516422
572	10.66694983
573	10.65858479
574	10.65472577
575	10.64809718
576	10.6438366
577	10.6370783
578	10.63146089
579	10.62440747
580	10.61638318
581	10.6134156
582	10.60855898
583	10.60139017
584	10.58988916
585	10.58517147
586	10.5738477
587	10.56706796
588	10.56249882
589	10.55702848
590	10.55258775
591	10.54484779
592	10.53756016
593	10.5311591
594	10.51743893
595	10.50960279
596	10.49721098
597	10.49102217
598	10.47887999
599	10.46547488
600	10.45928812
601	10.45323579
602	10.44710483
603	10.43971387
604	10.43271107
605	10.42741529
606	10.41886206
607	10.4123802
608	10.40421039
609	10.39529513
610	10.38951541
611	10.3845994
612	10.37993199
613	10.37224022
614	10.36207663
615	10.35863662
616	10.35221224
617	10.34451933
618	10.33890036
619	10.33516312
620	10.32969066
621	10.32326989
622	10.31845846
623	10.31432852
624	10.30483645
625	10.29697084
626	10.29041677
627	10.286811
628	10.2753236
629	10.26976125
630	10.26021602
631	10.25288374
632	10.24228046
633	10.230978
634	10.2277382
635	10.2194678
636	10.21489521
637	10.20377619
638	10.19498222
639	10.185746
640	10.17887113
641	10.16820101
642	10.15731046
643	10.14835749
644	10.14251653
645	10.13244541
646	10.12624209
647	10.12150441
648	10.11597024
649	10.10841029
650	10.10092505
651	10.09667188
652	10.08993275
653	10.08601471
654	10.07849142
655	10.07257561
656	10.06720846
657	10.05663064
658	10.04790393
659	10.04428934
660	10.03732203
661	10.02791454
662	10.02093062
663	10.01709714
664	10.0082586
665	10.00513139
666	10.00127292
667	9.99395098
668	9.986069088
669	9.977052018
670	9.970158009
671	9.967230613
672	9.961409321
673	9.957369044
674	9.950935343
675	9.94711379
676	9.940532733
677	9.935372507
678	9.932584148
679	9.925292238
680	9.913879629
681	9.904732477
682	9.897236342
683	9.884879699
684	9.879251289
685	9.871449191
686	9.865284776
687	9.857555219
688	9.851974531
689	9.841252091
690	9.83334984
691	9.82617784
692	9.821081368
693	9.813173723
694	9.808442049
695	9.804596112
696	9.794615058
697	9.788642932
698	9.781780882
699	9.775079824
700	9.768226822
701	9.761853178
702	9.756832265
703	9.748942274
704	9.739057158
705	9.736036297
706	9.732496169
707	9.726398522
708	9.723123004
709	9.716625183
710	9.714340173
711	9.703077921
712	9.696055368
713	9.684337733
714	9.676372598
715	9.673010259
716	9.666732597
717	9.656769057
718	9.65208201
719	9.649119394
720	9.640513748
721	9.636604389
722	9.627915559
723	9.621129486
724	9.615527032
725	9.603183958
726	9.598310676
727	9.594846149
728	9.591607202
729	9.585993757
730	9.579910797
731	9.569590937
732	9.565433099
733	9.561640591
734	9.558313817
735	9.551859153
736	9.546602013
737	9.540889912
738	9.531126311
739	9.521809474
740	9.517676539
741	9.508051224
742	9.494567262
743	9.486245339
744	9.48142666
745	9.477523996
746	9.46872653
747	9.46595036
748	9.460297379
749	9.452490224
750	9.449442028
751	9.443583393
752	9.439492633
753	9.435897496
754	9.42948022
755	9.423208441
756	9.418754189
757	9.413450491
758	9.407741797
759	9.400953481
760	9.394085812
761	9.385209887
762	9.379564406
763	9.374224869
764	9.366655727
765	9.359429147
766	9.351599518
767	9.348287974
768	9.341933925
769	9.33888866
770	9.329271135
771	9.324181577
772	9.314510633
773	9.310405256
774	9.306243043
775	9.303439616
776	9.297182136
777	9.293929341
778	9.290016576
779	9.282264197
780	9.278136503
781	9.272053432
782	9.26568263
783	9.260102985
784	9.253767389
785	9.247252768
786	9.240949768
787	9.236529971
788	9.228616992
789	9.223146044
790	9.219142888
791	9.214075861
792	9.202790171
793	9.189558142
794	9.183287536
795	9.175819036
796	9.171401142
797	9.165665892
798	9.161835043
799	9.157660264
800	9.148463339
801	9.139356161
802	9.13247502
803	9.12707204
804	9.123997737
805	9.117940365
806	9.111831208
807	9.101880876
808	9.094493978
809	9.088589673
810	9.085321933
811	9.079763164
812	9.075317011
813	9.070842363
814	9.06336076
815	9.056675012
816	9.050423928
817	9.046015656
818	9.041968904
819	9.03414107
820	9.02881438
821	9.015712366
822	9.010396371
823	9.00431119
824	8.995572099
825	8.99076641
826	8.984668079
827	8.977813379
828	8.97359803
829	8.966676597
830	8.962518843
831	8.957560301
832	8.951264772
833	8.946772601
834	8.943130418
835	8.939986656
836	8.936700883
837	8.92684919
838	8.919834279
839	8.910648513
840	8.903755271
841	8.898184387
842	8.891001433
843	8.883636248
844	8.874058855
845	8.8701223
846	8.867127504
847	8.86542288
848	8.861546091
849	8.852391387
850	8.847739352
851	8.842570801
852	8.836188815
853	8.829722106
854	8.823378232
855	8.817998303
856	8.811857448
857	8.808452342
858	8.802936221
859	8.799943651
860	8.794625621
861	8.788676259
862	8.7822009
863	8.778553089
864	8.773189823
865	8.765133412
866	8.758476573
867	8.750955839
868	8.747266637
869	8.741815216
870	8.737399733
871	8.731861099
872	8.726388659
873	8.723039285
874	8.719501973
875	8.714746157
876	8.704957441
877	8.701188735
878	8.696172653
879	8.691322211
880	8.685055916
881	8.67592993
882	8.672701864
883	8.666410271
884	8.660288578
885	8.656470006
886	8.65089994
887	8.647400921
888	8.645054425
889	8.641950953
890	8.632489453
891	8.626415827
892	8.622511105
893	8.618069499
894	8.608623066
895	8.601185448
896	8.597767017
897	8.595232864
898	8.588621622
899	8.582273209
900	8.57825756
901	8.571906132
902	8.567093525
903	8.562136391
904	8.558241423
905	8.551637705
906	8.547262306
907	8.539163856
908	8.532876828
909	8.527824357
910	8.522756079
911	8.517464478
912	8.51018007
913	8.504923931
914	8.501705043
915	8.496142438
916	8.492138556
917	8.489491175
918	8.480943565
919	8.475056086
920	8.468206388
921	8.465068674
922	8.457987246
923	8.449819335
924	8.444794098
925	8.441585642
926	8.436934753
927	8.429663648
928	8.423797696
929	8.41870487
930	8.415697372
931	8.413056536
932	8.409935761
933	8.405810524
934	8.403143123
935	8.395358017
936	8.392696492
937	8.38790954
938	8.384968387
939	8.37991149
940	8.374457572
941	8.368865222
942	8.367164429
943	8.360872249
944	8.355321413
945	8.343465379
946	8.338975505
947	8.334510836
948	8.328954765
949	8.323373336
950	8.319080371
951	8.31437669
952	8.311994964
953	8.307748834
954	8.30313014
955	8.297637775
956	8.290666891
957	8.284005814
958	8.280372435
959	8.271931808
960	8.269066669
961	8.263412165
962	8.259827157
963	8.256713056
964	8.250500109
965	8.243251301
966	8.238348718
967	8.231145785
968	8.225487928
969	8.217731045
970	8.214323359
971	8.211884194
972	8.20667408
973	8.201036781
974	8.196673896
975	8.1921113
976	8.187038902
977	8.183698908
978	8.178799106
979	8.175297835
980	8.172458644
981	8.166638478
982	8.160275519
983	8.157161946
984	8.152466216
985	8.14617446
986	8.136745088
987	8.133347236
988	8.128444668
989	8.125094538
990	8.122178752
991	8.117753323
992	8.115747115
993	8.108855702
994	8.103975423
995	8.100278813
996	8.097568315
997	8.094252123
998	8.083224923
999	8.077578175
